customerid,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age,systemloanid,loannumber,approveddate,creationdate,loanamount,totaldue,termdays,referredby,statut_def,good_bad_flag
8a85884e54be33290154c7d802b73042,,,,,,,301960719,15,2017-07-03,2017-07-03,30000,33000,30,,1,Good
8a85886e54101890015410e563b4325b,Savings,3.6182422000000001,6.4738860999999996,GT Bank,Permanent,36,301968551,3,2017-07-07,2017-07-07,10000,13000,30,,1,Good
8a85886e54101890015410e5d5c83298,,,,,,,301986132,9,2017-07-19,2017-07-19,10000,11500,15,,0,Good
8a85886e541018900154117960df41f4,,,,,,,301992314,13,2017-07-23,2017-07-23,40000,44000,30,,1,Good
8a85886e5410189001541480d8f83683,Other,3.9055086000000001,7.4347463999999999,GT Bank,Permanent,46,301990332,12,2017-07-22,2017-07-22,40000,44000,30,,1,Good
8a85886e5410189001541a3d92df3588,Savings,3.9066000000000001,7.4404500000000002,Fidelity Bank,Permanent,39,301974456,12,2017-07-12,2017-07-12,40000,44000,30,,0,Bad
8a85886e54beabf90154bf4062f42d84,Savings,4.4708129999999997,8.4498172,GT Bank,Permanent,38,301968149,16,2017-07-07,2017-07-07,40000,44000,30,,0,Good
8a85886e54beabf90154c0a29ae757c0,Savings,3.8852980000000001,7.3207003000000004,GT Bank,Permanent,37,301965204,2,2017-07-05,2017-07-05,15000,17250,30,,,Good
8a85886e54beabf90154c3f2f2ba3e59,,,,,,,301974220,7,2017-07-12,2017-07-12,40000,48000,60,,1,Good
8a85886f543912e30154391ea6a3015f,Savings,3.8016877999999998,7.3815853999999996,Stanbic IBTC,Permanent,48,301995204,7,2017-07-25,2017-07-25,30000,34500,30,,1,Good
8a85886f543912e301544f65621c2e9f,Savings,3.2387222000000002,6.5854157999999998,Diamond Bank,Permanent,32,301964049,7,2017-07-04,2017-07-04,20000,24500,30,,1,Good
8a85886f54517ee00154528c65463d2b,Other,8.0821567000000005,6.3294467000000001,GT Bank,Student,29,301998718,4,2017-07-27,2017-07-27,10000,13000,30,,0,Good
8a85886f54517ee0015458b911ab289c,,,,,,,301988727,11,2017-07-21,2017-07-21,50000,57500,90,,1,Good
8a85886f54517ee0015462760ec345fc,Other,3.3075953,6.6681067000000001,GT Bank,Self-Employed,54,301979911,11,2017-07-16,2017-07-16,40000,44000,30,,1,Good
8a85886f54517ee001546a2717571d36,,,,,,,301994659,14,2017-07-25,2017-07-25,40000,44000,30,,1,Good
8a85886f54517ee0015470749d3c3ce7,Other,5.6292020000000003,6.2703712999999999,GT Bank,Self-Employed,37,301979680,22,2017-07-15,2017-07-15,50000,52500,30,,0,Good
8a858887545183ca01546142802e4b4e,Savings,3.3296052,6.5025744999999997,Access Bank,Self-Employed,52,302000536,11,2017-07-28,2017-07-28,30000,39000,60,,0,Good
8a85888c548fb3d50154947fe59c32cf,Other,3.3447719,6.6004303000000002,First Bank,Self-Employed,36,301996556,22,2017-07-26,2017-07-26,50000,52500,30,,1,Good
8a85888c548fb3d501549593ea277c88,,,,,,,302002228,2,2017-07-29,2017-07-29,10000,13000,30,,1,Bad
8a85888c548fb3d501549748043c4fc2,Savings,3.3255134000000002,6.5455430999999997,First Bank,Permanent,33,301987464,3,2017-07-20,2017-07-20,10000,11500,15,,0,Good
8a85888c54a05b820154a7b470875afa,Savings,8.9064487999999997,9.8574067999999997,GT Bank,Student,28,301961039,13,2017-07-03,2017-07-03,40000,44000,30,,0,Good
8a85888c54a05b820154aa79afb15290,Savings,3.4007934999999998,6.6393427000000003,GT Bank,Permanent,33,301980486,8,2017-07-16,2017-07-16,20000,24500,30,,0,Good
8a85888c54a05b820154ae660ed5066c,Other,3.8126707999999998,7.4001996999999999,Skye Bank,Unemployed,28,301974846,13,2017-07-12,2017-07-12,50000,57500,90,,1,Good
8a85888c54be35040154c4d992b40fbe,Savings,6.9678936,4.8608532999999996,Access Bank,Self-Employed,49,301986291,13,2017-07-19,2017-07-19,40000,44000,30,,0,Good
8a85888c54be35040154c6000efd4066,,,,,,,301998898,8,2017-07-27,2017-07-27,20000,23000,30,,1,Good
8a85889853f0fbaa0153fb9927346076,Savings,3.4348489999999998,6.4310422000000003,First Bank,Permanent,37,301979408,6,2017-07-15,2017-07-15,30000,39000,60,,0,Bad
8a85889853f0fbaa01540444629832e2,Savings,6.6851048000000004,6.2222470999999997,GT Bank,Self-Employed,37,301966034,10,2017-07-06,2017-07-06,20000,24500,30,,0,Good
8a85889853f0fbaa0154073e85277d85,Other,7.5076346000000003,6.4452227000000004,GT Bank,Self-Employed,39,301996830,10,2017-07-26,2017-07-26,30000,34500,30,,0,Good
8a858899538ddb8e01539138c80a2348,Other,3.4774512999999998,6.4367383,Zenith Bank,Permanent,35,301973574,8,2017-07-11,2017-07-11,20000,24500,30,,0,Good
8a858899538ddb8e01539483a5c32d6a,Other,3.3891317999999999,6.4509588000000004,First Bank,Permanent,44,301997633,17,2017-07-26,2017-07-26,50000,52500,30,,1,Good
8a858899538ddb8e01539cefcf160450,,,,,,,301984411,12,2017-07-18,2017-07-18,30000,34500,30,,0,Bad
8a858899538ddb8e01539eccc3c375fe,,,,,,,301995343,13,2017-07-25,2017-07-25,40000,48000,60,,0,Good
8a858899538ddb8e0153a2b555421fc5,Savings,3.3785362000000001,6.5483131999999999,Zenith Bank,Permanent,35,301971504,14,2017-07-10,2017-07-10,30000,33000,30,,1,Bad
8a858899538ddb8e0153a780c56e34bb,Other,3.3197567000000001,6.5196649999999998,GT Bank,Self-Employed,44,301963724,22,2017-07-04,2017-07-04,40000,43500,30,,1,Good
8a85889953a91b8d0153ade2f64458e1,Other,3.8373822999999998,7.3992190999999998,EcoBank,Permanent,37,301999903,9,2017-07-28,2017-07-28,40000,48000,60,,0,Good
8a85889b53acd0a20153b21f8fc43a12,,,,,,,301999770,3,2017-07-28,2017-07-28,10000,13000,30,,1,Bad
8a8588ae53f1cb7c0153fefa47f32810,,,,,,,301961935,6,2017-07-03,2017-07-03,10000,13000,30,,0,Bad
8a8588ae53f1cb7c0153ffc5afb330b0,,,,,,,301994049,3,2017-07-24,2017-07-24,10000,13000,30,,0,Bad
8a8588ae53f1cb7c015401a930c45ad7,Savings,7.4078888999999997,9.1156954999999993,Diamond Bank,Self-Employed,40,301962878,15,2017-07-04,2017-07-04,30000,39000,60,,0,Good
8a8588ae53f1cb7c01540e8cf9f66b81,Other,3.6340013,6.7876332000000001,GT Bank,Permanent,38,301978652,2,2017-07-15,2017-07-15,10000,11500,15,,0,Good
8a8588ae53f1cb7c01540f4e83bc3b26,Savings,3.3708865000000001,6.5414732999999998,Wema Bank,Permanent,32,301995886,14,2017-07-25,2017-07-25,40000,48000,60,,1,Good
8a8588ae53f1cb7c015414160f0175bc,Other,6.7390327000000001,7.8047890999999998,GT Bank,Permanent,34,301995526,8,2017-07-25,2017-07-25,40000,44000,30,,0,Good
8a8588ae53f1cb7c015418f319b81ecb,,,,,,,301990790,4,2017-07-22,2017-07-22,10000,13000,30,,0,Bad
8a8588b2548362e60154854feb462ab1,,,,,,,301982576,2,2017-07-17,2017-07-17,10000,13000,30,,1,Good
8a8588b75438f499015444b1adf70876,Savings,7.9308911000000002,5.0200621999999999,First Bank,Permanent,36,301967018,10,2017-07-06,2017-07-06,30000,34500,30,,0,Bad
8a8588b75438f49901544510041e0951,,,,,,,301966582,5,2017-07-06,2017-07-06,20000,24500,30,,1,Good
8a8588b754517d800154555019c36231,Savings,7.0257567999999999,4.8364665000000002,Fidelity Bank,Permanent,49,301979420,7,2017-07-15,2017-07-15,10000,11500,15,,1,Good
8a8588bd5369b66d01536e7b60501609,Other,3.4748239999999999,6.4343963999999998,Zenith Bank,Permanent,43,301967127,3,2017-07-06,2017-07-06,10000,13000,30,,1,Good
8a8588bf54c8eab60154c9226d7917e7,Other,3.877977,7.3467976999999998,Diamond Bank,Permanent,34,301995953,5,2017-07-25,2017-07-25,20000,24500,30,,0,Good
8a8588c2546bf75901547b05ad85198b,Other,3.8901922999999998,7.4264163999999999,Access Bank,Permanent,40,301997039,8,2017-07-26,2017-07-26,20000,24500,30,,1,Good
8a8588c7541e2f4b015432ff754e0971,,,,,,,302000064,3,2017-07-28,2017-07-28,10000,11500,15,,1,Good
8a8588c9548a33b201548b3cdb0f0c53,Savings,-117.8225091,33.883619000000003,GT Bank,Permanent,33,301999434,2,2017-07-27,2017-07-27,10000,13000,30,,0,Bad
8a8588d653a43f600153a832f1516034,,,,,,,301970916,13,2017-07-10,2017-07-10,40000,48000,60,,0,Good
8a8588d653a915270153aa2496f328dc,,,,,,,301988779,2,2017-07-21,2017-07-21,10000,13000,30,,1,Bad
8a8588dc536a141301536b1506f20efb,Other,3.2768109999999999,6.6879175000000002,Stanbic IBTC,Self-Employed,47,301996388,10,2017-07-26,2017-07-26,40000,44000,30,,0,Good
8a8588dc536a141301536b50d8aa10b5,Savings,3.3957082999999999,6.5831682999999996,Zenith Bank,Permanent,36,301967527,14,2017-07-07,2017-07-07,40000,44000,30,,0,Bad
8a8588dc536a14130153753dc8d32698,Other,3.4339027,6.8257861999999996,GT Bank,Unemployed,52,301961089,17,2017-07-03,2017-07-03,40000,44000,30,,1,Good
8a8588dc536a1413015375acd19d4154,Savings,3.5115593999999999,6.4371710000000002,GT Bank,Permanent,32,301966948,3,2017-07-06,2017-07-06,10000,13000,30,,1,Bad
8a8588dc536a1413015376c0e10065b2,,,,,,,301967466,8,2017-07-07,2017-07-07,30000,39000,60,,0,Bad
8a8588dc536a14130153790b5b5d7cda,Savings,3.3563049,6.6371808000000003,GT Bank,Self-Employed,40,301989185,4,2017-07-21,2017-07-21,10000,13000,30,,0,Good
8a8588dc536a141301537b3f489b0501,Other,3.2932017,6.6804132999999997,GT Bank,Permanent,33,301989341,15,2017-07-21,2017-07-21,10000,13000,30,,0,Good
8a8588dc536a1413015381dd2a4f3c5f,Other,3.1712197999999998,6.4776321000000001,Diamond Bank,Permanent,41,301975016,9,2017-07-12,2017-07-12,30000,34500,30,,0,Good
8a8588dc536a141301538365df9251b8,Other,3.3823173,6.5416283999999996,GT Bank,Permanent,35,301960452,10,2017-07-03,2017-07-02,40000,48000,60,,1,Good
8a8588dc5384a05f0153982119c81a51,Savings,14.130562599999999,11.257168699999999,EcoBank,Permanent,34,301963816,3,2017-07-04,2017-07-04,10000,13000,30,,1,Good
8a8588dc5384a05f01539af1485135ae,,,,,,,301958862,12,2017-07-01,2017-07-01,40000,44000,30,,1,Good
8a8588dc5384a05f01539d3773865219,Other,3.8704173000000002,7.3605793000000004,Diamond Bank,Permanent,37,301982307,8,2017-07-17,2017-07-17,30000,39000,60,,0,Good
8a8588dc5384a05f0153a3e02aa271a9,,,,,,,301967802,16,2017-07-07,2017-07-07,40000,48000,60,,1,Bad
8a8588dd54a3ead30154aa7d6b092010,Savings,3.3472195999999999,6.6419132000000003,GT Bank,Permanent,31,301975680,7,2017-07-13,2017-07-13,10000,11125,15,,0,Good
8a8588dd54a3ead30154ada314c44e09,Other,7.4252792999999997,10.4635392,GT Bank,Permanent,42,301994878,7,2017-07-25,2017-07-25,30000,39000,60,,1,Good
8a8588dd54a3ead30154bad3d2962cce,Other,3.9392333000000002,7.4313830000000003,Access Bank,Permanent,39,301966730,14,2017-07-06,2017-07-06,30000,34500,30,,0,Good
8a8588dd54be35520154bf9790ea4a55,Savings,7.1293829999999998,8.9181001999999996,UBA,Permanent,42,301997478,2,2017-07-26,2017-07-26,10000,11500,15,,1,Bad
8a8588dd54be35520154c05cbe9759e5,Other,3.9554917000000001,7.4130232999999999,Union Bank,Student,30,301987057,16,2017-07-20,2017-07-20,20000,20500,15,,1,Good
8a8588f35438fe1201543d4927a77644,,,,,,,301975378,4,2017-07-13,2017-07-12,30000,34500,30,,0,Good
8a8588f35438fe12015444567666018e,Other,11.139349599999999,10.292041299999999,EcoBank,Permanent,38,301966580,7,2017-07-06,2017-07-06,20000,22250,15,,1,Good
8a8588f35438fe1201544cc7b44c5650,Savings,3.5545732000000001,6.4631055000000002,GT Bank,Permanent,37,301996917,2,2017-07-26,2017-07-26,10000,13000,30,,0,Good
8a8588f35451808f015463833f3a00e3,Other,3.2984822,6.6647758000000001,UBA,Permanent,41,301979475,14,2017-07-15,2017-07-15,10000,11000,30,,1,Good
8a8588f35451808f0154682042b8389b,,,,,,,301997504,6,2017-07-26,2017-07-26,20000,24500,30,,0,Good
8a8588f35451808f015475d4e4432f4f,Savings,7.4705351999999996,10.5631168,Zenith Bank,Permanent,33,301966649,6,2017-07-06,2017-07-06,20000,24500,30,,0,Good
8a8588f35451808f01547acafc312bc2,Other,3.3454041000000001,6.6135687000000001,GT Bank,Permanent,39,301974589,10,2017-07-12,2017-07-12,30000,34500,30,,1,Good
8a8588f35451808f01547b8e92ec220d,Savings,3.3462640000000001,6.5443020000000001,Diamond Bank,Permanent,38,301968134,2,2017-07-07,2017-07-07,10000,13000,30,,0,Bad
8a8588f5542eb0d401542f48f0381490,Other,7.3714081,8.9922228000000004,First Bank,Self-Employed,43,301961628,15,2017-07-03,2017-07-03,40000,44000,30,,0,Good
8a8588f5542eb0d40154334e0a670186,Other,8.9607738000000001,9.9094557000000005,GT Bank,Permanent,31,301985209,12,2017-07-19,2017-07-19,40000,48000,60,,0,Bad
8a8588f5542eb0d401543413be2b3f9b,Other,3.4181336999999998,6.458081,GT Bank,Permanent,46,301971303,13,2017-07-10,2017-07-10,20000,22000,30,,1,Good
8a8588f6548fb0c201549514019447e3,Savings,7.4866590999999998,9.1298788999999996,GT Bank,Permanent,35,301970192,7,2017-07-09,2017-07-09,40000,43500,30,,1,Good
8a8588f7548fb0a301549ced5ac07c9d,,,,,,,301999667,10,2017-07-27,2017-07-27,30000,34500,30,,1,Bad
8a8588f754a058cb0154b12e44351523,,,,,,,301984379,5,2017-07-18,2017-07-18,10000,11500,15,,0,Good
8a8588f754a058cb0154b3b507dc1abe,,,,,,,302002166,7,2017-07-29,2017-07-29,30000,34500,30,,1,Good
8a8588f754a058cb0154b405217f1d65,,,,,,,301994893,15,2017-07-25,2017-07-25,40000,44000,30,,1,Good
8a8588f754a058cb0154b922d7fe1ffd,Other,3.3350952,7.1172054999999999,UBA,Permanent,39,301977664,11,2017-07-14,2017-07-14,40000,48000,60,,0,Bad
8a8588f754a058cb0154ba36ffee5c96,Savings,3.9181794000000001,7.4554574999999996,Access Bank,Self-Employed,38,301961071,13,2017-07-03,2017-07-03,30000,34500,30,,0,Bad
8a8588f853b1b2d40153b20c9e9a0666,Savings,6.2899750000000001,4.9261182999999997,Access Bank,Permanent,39,301990932,7,2017-07-22,2017-07-22,30000,34500,30,,0,Bad
8a8588f853b1b2d40153b2bb48d41263,Savings,3.9468801999999998,7.3905139999999996,Skye Bank,Self-Employed,36,301975433,9,2017-07-13,2017-07-13,30000,34500,30,,0,Bad
8a8588f853b1b2d40153b54512b22405,Savings,3.3370609,6.7045884999999998,First Bank,Permanent,42,301973796,2,2017-07-11,2017-07-11,10000,13000,30,,1,Good
8a8588f853b1b2d40153b9792c2a3ace,Other,3.3761051000000002,6.5741462000000004,GT Bank,Permanent,43,301975415,19,2017-07-13,2017-07-13,50000,52500,30,,1,Good
8a8588f853b1b2d40153bd9536925edb,Other,7.4761737000000004,9.0535557000000004,GT Bank,Unemployed,36,301965099,9,2017-07-05,2017-07-05,30000,34500,30,,0,Good
8a8588f853b1b2d40153be4cdb8c6810,,,,,,,301971704,4,2017-07-10,2017-07-10,20000,24500,30,,0,Good
8a8588f8541e11db01542a1ef37c7f27,Other,3.2956222999999998,6.6093748000000003,GT Bank,Self-Employed,31,301979062,9,2017-07-15,2017-07-15,10000,11500,15,,0,Good
8a8588fd53c244bc0153c2de00633728,Savings,3.6314267,6.4620517,Diamond Bank,Permanent,30,301968555,4,2017-07-07,2017-07-07,10000,13000,30,,0,Bad
8a8588fd53c244bc0153c39d5d176514,Other,3.5804782999999998,6.4992070000000002,GT Bank,Permanent,39,301987549,11,2017-07-20,2017-07-20,40000,48000,60,,1,Good
8a8588fd53c244bc0153c6628bb40fe5,,,,,,,301967553,6,2017-07-07,2017-07-07,20000,24500,30,,0,Bad
